"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1415677_at","Dhrs1","52585","dehydrogenase/reductase 1",0.636720129821278,8.05595813272686,3.78670937251983,0.00108169035443976,0.00153627035082707,-1.47738886607988
"2","1415682_at","Xpo7","65246","exportin 7",0.829015259143668,10.2533886188336,2.80461123867826,0.0106237403779158,0.0132344405681092,-3.68248137700926
"3","1415703_at","Huwe1","59026","HECT, UBA and WWE domain containing 1",-0.920965358891797,8.24386096025192,-6.796061809608,1.01685136449275e-06,4.478519558024e-06,5.48894403798356
"4","1415758_at","Fryl","72313","FRY like transcription coactivator",-0.949669479942296,8.67323889753902,-8.23093762454085,5.22968320003972e-08,5.56945162467629e-07,8.48302439979936
"5","1415775_at","Rbbp7","245688","retinoblastoma binding protein 7, chromatin remodeling factor",-0.911638618129112,8.57146201338414,-4.97518734967729,6.36767934687474e-05,0.000119532605888171,1.33028300134039
"6","1415794_a_at","Spin1","20729","spindlin 1",-1.09216972516642,7.87072157603539,-6.16826112824598,4.05699769716806e-06,1.26850859294659e-05,4.09418891851783
"7","1415802_at","Slc16a1","20501","solute carrier family 16 (monocarboxylic acid transporters), member 1",0.0245216587617794,9.86934773594111,0.055986031860868,0.955882557274611,0.957284829974769,-7.15562411138969
"8","1415822_at","Scd2","20250","stearoyl-Coenzyme A desaturase 2",-0.680468344682517,6.95285632797563,-2.34378718074895,0.0290131474680378,0.0341881047264335,-4.61839599278586
"9","1415837_at","Klk1","16612","kallikrein 1",-1.22658125441412,5.22073517777245,-2.70846820116495,0.0131653447786054,0.0161840492836638,-3.88466487218066
"10","1415839_a_at","Npm1","18148","nucleophosmin 1",-1.19787166613486,9.00956519110117,-4.97405290048585,6.38476613142818e-05,0.000119743599241437,1.32760488757679
"11","1415840_at","Elovl5","68801","ELOVL fatty acid elongase 5",-0.862451785124513,9.40803184757392,-5.33198134003414,2.75477589182353e-05,5.91381658957505e-05,2.16903472907899
"12","1415869_a_at","Trim28","21849","tripartite motif-containing 28",-1.09667697104,8.9165854757724,-8.22982327682307,5.24118995180728e-08,5.56945162467629e-07,8.48080784775468
"13","1415871_at","Tgfbi","21810","transforming growth factor, beta induced",1.58538100782415,9.31356944206443,6.61187667707,1.51810569895126e-06,6.0962362185337e-06,5.08478561661423
"14","1415872_at","Hnrnph1","59013","heterogeneous nuclear ribonucleoprotein H1",-0.960839792049109,8.52298262435349,-4.44318726687706,0.000225517218262073,0.000366846118348472,0.0703384234293782
"15","1415897_a_at","Mgst1","56615","microsomal glutathione S-transferase 1",0.665335996798609,10.5770219977746,1.7471558923911,0.0952304755714618,0.106053297428142,-5.67388090411277
"16","1415904_at","Lpl","16956","lipoprotein lipase",-0.0579983140377589,7.49878141554687,-0.196271320874958,0.846286028628453,0.852662802278945,-7.13721564145852
"17","1415936_at","Bcar3","29815","breast cancer anti-estrogen resistance 3",-1.60587386379146,7.74170025792424,-6.81440576707405,9.77301817232974e-07,4.37404145426398e-06,5.52895883925752
"18","1415964_at","Scd1","20249","stearoyl-Coenzyme A desaturase 1",-2.1729166713241,9.62919814819874,-8.82466293141265,1.65945798698493e-08,2.61428458257318e-07,9.64003267974734
"19","1415994_at","Cyp2e1","13106","cytochrome P450, family 2, subfamily e, polypeptide 1",-3.30883297704275,6.99642813392292,-3.35473329243272,0.00300227185661568,0.0040213556326677,-2.47234522351148
"20","1415996_at","Txnip","56338","thioredoxin interacting protein",-0.865719606821283,9.91818307675078,-2.96910597765559,0.00732381652027577,0.00929893132890563,-3.32939724987175
"21","1416008_at","Satb1","20230","special AT-rich sequence binding protein 1",-1.45627274477749,9.43418537219564,-4.23977297458453,0.000366693189482221,0.000569793362715925,-0.411557489374786
"22","1416021_a_at","Fabp5","16592","fatty acid binding protein 5, epidermal",1.03442190597415,7.31316183777343,3.31808500684259,0.00327098727397494,0.00436131636529992,-2.55528627213954
"23","1416025_at","Fgg","99571","fibrinogen gamma chain",-1.19898561292575,7.25889397145211,-0.817932168219386,0.422586303232212,0.439318146710442,-6.8143649867971
"24","1416065_a_at","Ankrd10","102334","ankyrin repeat domain 10",-1.57923275954659,8.09456223325801,-8.59555749116467,2.57018922840286e-08,3.33148578466396e-07,9.19921788104497
"25","1416082_at","Rab1a","19324","RAB1A, member RAS oncogene family",0.559553042363929,10.4590022149051,3.8827425842271,0.000860487107460064,0.0012463066450341,-1.2528321085511
"26","1416106_at","Kti12","100087","KTI12 homolog, chromatin associated",-0.970613013379909,7.14283108583527,-5.37642781394791,2.48361195215545e-05,5.40535311159868e-05,2.27293437194778
"27","1416107_at","Nsg2","18197","neuron specific gene family member 2",-1.80134531732036,8.23321812684524,-8.00615427064687,8.17462190522145e-08,7.40779896543962e-07,8.0324727737763
